Date,Close,Volume,SMA_5,VMA_5,SMA_10,VMA_10,SMA_15,VMA_15,SMA_20,VMA_20,SMA_25,VMA_25,SMA_30,VMA_30,SMA_35,VMA_35,SMA_40,VMA_40,SMA_45,VMA_45,SMA_50,VMA_50,SMA_60,VMA_60,SMA_70,VMA_70,SMA_80,VMA_80,SMA_90,VMA_90,SMA_100,VMA_100,SMA_110,VMA_110,SMA_120,VMA_120,SMA_130,VMA_130,SMA_140,VMA_140,SMA_150,VMA_150,SMA_160,VMA_160,SMA_170,VMA_170,SMA_180,VMA_180,SMA_190,VMA_190,SMA_200,VMA_200,SMA_210,VMA_210,SMA_220,VMA_220,SMA_230,VMA_230,SMA_240,VMA_240,SMA_250,VMA_250,SMA_260,VMA_260,SMA_270,VMA_270,SMA_280,VMA_280,SMA_290,VMA_290,SMA_300,VMA_300,SMA_310,VMA_310,SMA_320,VMA_320,SMA_330,VMA_330,SMA_340,VMA_340,SMA_350,VMA_350,SMA_360,VMA_360,SMA_370,VMA_370,SMA_380,VMA_380,SMA_390,VMA_390,SMA_400,VMA_400,SMA_410,VMA_410,SMA_420,VMA_420,SMA_430,VMA_430,SMA_440,VMA_440,SMA_450,VMA_450,SMA_460,VMA_460,SMA_470,VMA_470,SMA_480,VMA_480,SMA_490,VMA_490,SMA_500,VMA_500,SMA_510,VMA_510,SMA_520,VMA_520,SMA_530,VMA_530,SMA_540,VMA_540,SMA_550,VMA_550,SMA_560,VMA_560,SMA_570,VMA_570,SMA_580,VMA_580,SMA_590,VMA_590,SMA_600,VMA_600,SMA_610,VMA_610,SMA_620,VMA_620,SMA_630,VMA_630,SMA_640,VMA_640,SMA_650,VMA_650,SMA_660,VMA_660,SMA_670,VMA_670,SMA_680,VMA_680,SMA_690,VMA_690,SMA_700,VMA_700,365D_High,365D_Low,180D_High,180D_Low,90D_High,90D_Low,30D_High,30D_Low,AllTime_High,AllTime_Low
2024-01-02,97600.0,1341485,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,1341485.0,97600.0,97600.0,97600.0,97600.0,97600.0,97600.0,97600.0,97600.0,97600.0,97600.0
2024-01-03,93800.0,1694613,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,95700.0,1518049.0,97600.0,93800.0,97600.0,93800.0,97600.0,93800.0,97600.0,93800.0,97600.0,93800.0
2024-01-04,92900.0,1589156,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,94766.66666666667,1541751.3333333333,97600.0,92900.0,97600.0,92900.0,97600.0,92900.0,97600.0,92900.0,97600.0,92900.0
2024-01-05,91600.0,1110042,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,93975.0,1433824.0,97600.0,91600.0,97600.0,91600.0,97600.0,91600.0,97600.0,91600.0,97600.0,91600.0
2024-01-08,88900.0,1397056,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,92960.0,1426470.4,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0
2024-01-09,89100.0,1384540,91260.0,1435081.4,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,92316.66666666667,1419482.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0
2024-01-10,90500.0,1123770,90600.0,1320912.8,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,92057.14285714286,1377237.4285714286,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0
2024-01-11,89700.0,1472306,89960.0,1297542.8,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,91762.5,1389121.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0,97600.0,88900.0
2024-01-12,88300.0,923693,89300.0,1260273.0,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,91377.77777777778,1337406.7777777778,97600.0,88300.0,97600.0,88300.0,97600.0,88300.0,97600.0,88300.0,97600.0,88300.0
2024-01-15,90900.0,150188,89700.0,1010899.4,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,91330.0,1218684.9,97600.0,88300.0,97600.0,88300.0,97600.0,88300.0,97600.0,88300.0,97600.0,88300.0
